,Person.Age,Person.Gender,Person.Race,Incident.Date.Month,Incident.Date.Day,Year,Incident.Location.City,State,Factors.Armed,Factors.Threat-Level,Factors.Fleeing,Shooting.Manner,ps_happ
1840,37,Male,Hispanic,11,16,2016,Whittier,CA,machete,other,Not fleeing,shot,1
1841,56,Male,White,11,16,2016,Redding,CA,gun,other,Not fleeing,shot,1
1842,35,Male,White,11,18,2016,Fort Walton Beach,FL,gun,other,Not fleeing,shot and Tasered,1
1843,25,Male,African American,11,18,2016,Port St. Lucie,FL,machete,other,Not fleeing,shot and Tasered,1
1844,25,Male,African American,11,18,2016,Ludowici,GA,gun,attack,Not fleeing,shot,1
1845,48,Male,Unknown,11,18,2016,Casa Grande,AZ,machete,other,Not fleeing,shot and Tasered,1
1846,26,Male,African American,11,18,2016,Chicago,IL,gun,attack,Not fleeing,shot,1
1847,29,Male,Hispanic,11,19,2016,Anaheim,CA,unknown,attack,Foot,shot,1
1848,15,Male,Asian,11,19,2016,Watsonville,CA,knife,other,Foot,shot and Tasered,1
1849,55,Male,Unknown,11,19,2016,Chickasha,OK,gun,attack,Not fleeing,shot,1
1850,21,Male,African American,11,19,2016,Brooklyn,NY,baton,attack,Not fleeing,shot,1
1851,24,Male,Hispanic,11,20,2016,San Antonio,TX,gun,attack,Not fleeing,shot,1
1852,18,Male,White,11,20,2016,Kansas City,MO,gun,other,Foot,shot,1
1853,19,Male,African American,11,21,2016,St. Louis,MO,gun,attack,Foot,shot,1
1854,27,Male,White,11,21,2016,Lompoc,CA,knife,other,Foot,shot,1
1855,45,Male,Hispanic,11,22,2016,La Mirada,CA,gun,attack,Not fleeing,shot,1
1856,36,Male,African American,11,22,2016,Baytown,TX,gun,other,Car,shot,1
1857,34,Male,African American,11,22,2016,Durham,NC,undetermined,undetermined,Not fleeing,shot,1
1858,23,Male,African American,11,22,2016,Newark,NJ,gun,attack,Not fleeing,shot,1
1859,43,Male,White,11,23,2016,Lealman,FL,knife,other,Not fleeing,shot,1
1860,19,Male,African American,11,23,2016,Chicago,IL,undetermined,undetermined,Foot,shot,1
1861,45,Male,Unknown,11,24,2016,Jackson,TN,knife,attack,Not fleeing,shot,1
1862,37,Male,African American,11,25,2016,Chicago,IL,gun,attack,unknown,shot,1
1863,23,Male,African American,11,25,2016,Hattiesburg,MS,gun,attack,Other,shot,1
1864,26,Male,Hispanic,11,25,2016,Tucson,AZ,unarmed,other,Not fleeing,shot,1
1865,20,Male,Hispanic,11,26,2016,Surprise,AZ,unknown,attack,Car,shot,1
1866,50,Male,White,11,27,2016,Olathe,KS,blunt object,attack,Not fleeing,shot and Tasered,1
1867,59,Male,White,11,27,2016,Naples,ME,gun,attack,Not fleeing,shot,1
1868,33,Male,African American,11,27,2016,Chicago,IL,gun,attack,Foot,shot,1
1869,48,Male,African American,11,27,2016,Baton Rouge,LA,gun,attack,Not fleeing,shot,1
1870,18,Male,Other,11,28,2016,Columbus,OH,knife,attack,Not fleeing,shot,1
1871,23,Male,Hispanic,11,28,2016,Los Angeles,CA,gun,undetermined,Foot,shot,1
1872,41,Male,African American,11,28,2016,Hickory,NC,unknown,other,Car,shot,1
1873,41,Male,White,11,29,2016,Lynn,MA,gun,other,Not fleeing,shot,1
1874,55,Male,White,11,29,2016,Friendswood,TX,rock,other,Car,shot,1
1875,29,Male,White,11,29,2016,Avon,IN,knife,other,Not fleeing,shot,1
1876,31,Male,White,11,29,2016,Iva,SC,undetermined,other,Foot,shot,1
1877,25,Male,African American,11,30,2016,Kansas City,MO,gun,other,Not fleeing,shot,1
1878,38,Male,African American,12,1,2016,Tacoma,WA,gun,attack,Not fleeing,shot,1
1879,0,Male,Hispanic,12,1,2016,Tucson,AZ,gun,attack,unknown,shot,1
1880,83,Male,White,12,1,2016,Dover,AR,gun,attack,Not fleeing,shot,1
1881,22,Male,White,12,2,2016,Simpsonsville,KY,crowbar,other,Not fleeing,shot,1
1882,33,Male,White,12,2,2016,Tuscumbia,AL,gun,attack,Not fleeing,shot,1
1883,36,Male,White,12,2,2016,Las Cruces,NM,undetermined,undetermined,Not fleeing,shot,1
1884,38,Male,Unknown,12,3,2016,Metairie,LA,gun,attack,Foot,shot,1
1885,26,Male,Asian,12,4,2016,Hudson,OH,undetermined,other,Foot,shot,1
1886,29,Male,African American,12,4,2016,Elkhart,IN,gun,attack,Car,shot,1
1887,55,Male,White,12,6,2016,Hutchinson,KS,gun,attack,Not fleeing,shot,1
1888,47,Male,White,12,6,2016,Orange City,FL,gun,attack,Not fleeing,shot,1
1889,52,Male,White,12,6,2016,Portland,OR,gun,attack,Not fleeing,shot,1
1890,49,Male,White,12,6,2016,Fruitland Park,FL,oar,attack,Other,shot and Tasered,1
1891,31,Male,African American,12,7,2016,Fayetteville,NC,knife,other,Not fleeing,shot and Tasered,1
1892,37,Male,White,12,7,2016,Dallas,TX,undetermined,undetermined,unknown,shot,1
1893,37,Male,African American,12,7,2016,Houston,TX,gun,attack,Not fleeing,shot,1
1894,36,Male,White,12,7,2016,Sioux City,IA,undetermined,other,Not fleeing,shot,1
1895,20,Male,Unknown,12,7,2016,Avella,PA,knife,attack,Not fleeing,shot,1
1896,0,Male,Unknown,12,8,2016,Allen,TX,gun,attack,Not fleeing,shot,1
1897,30,Male,Other,12,9,2016,Keaau,HI,unknown,other,Not fleeing,shot,1
1898,0,Male,White,12,9,2016,Leland,NC,gun,attack,Not fleeing,shot,1
1899,35,Male,White,12,9,2016,Forks Township,PA,machete and gun,other,Not fleeing,shot,1
1900,35,Male,African American,12,10,2016,Sumter,SC,gun,attack,Foot,shot,1
1901,36,Male,White,12,10,2016,Greenwood,IN,knife,other,Not fleeing,shot,1
1902,53,Male,White,12,11,2016,York,NE,knife,other,Not fleeing,shot and Tasered,1
1903,39,Male,White,12,11,2016,Fairmont,WV,unknown,other,Not fleeing,shot,1
1904,30,Male,Hispanic,12,11,2016,Laredo,TX,knife,attack,Not fleeing,shot,1
1905,44,Female,White,12,11,2016,Bullhead City,AZ,toy weapon,attack,Not fleeing,shot,1
1906,24,Male,White,12,11,2016,Medicine Lodge,KS,gun,attack,Not fleeing,shot,1
1907,73,Male,Hispanic,12,12,2016,Bakersfield,CA,unarmed,other,Not fleeing,shot,1
1908,31,Male,White,12,12,2016,Fort Valley,GA,gun,attack,Not fleeing,shot,1
1909,28,Male,African American,12,12,2016,Philadelphia,PA,gun,attack,Not fleeing,shot,1
1910,18,Male,African American,12,13,2016,Baltimore,MD,gun,attack,Not fleeing,shot,1
1911,32,Male,African American,12,13,2016,Hampton,GA,gun,other,Not fleeing,shot and Tasered,1
1912,60,Male,White,12,15,2016,Hacienda Heights,CA,gun,attack,Not fleeing,shot and Tasered,1
1913,36,Male,Unknown,12,16,2016,Dallas,OR,gun,attack,Not fleeing,shot,1
1914,48,Male,White,12,17,2016,Arlington,TN,knife,undetermined,Not fleeing,shot,1
1915,33,Male,Hispanic,12,17,2016,Los Angeles,CA,gun,other,Not fleeing,shot,1
1916,44,Male,Native American,12,17,2016,Everett,WA,gun,other,Not fleeing,shot,1
1917,20,Male,African American,12,18,2016,Los Angeles,CA,undetermined,undetermined,Foot,shot,1
1918,37,Male,White,12,18,2016,Ridgefield,WA,gun,other,Not fleeing,shot,1
1919,72,Male,White,12,18,2016,Tulsa,OK,gun,attack,Not fleeing,shot,1
1920,52,Male,White,12,19,2016,Granite Falls,NC,undetermined,undetermined,Not fleeing,shot,1
1921,31,Male,Unknown,12,20,2016,Hemet,CA,gun,other,Other,shot,1
1922,46,Male,Hispanic,12,20,2016,Pharr,TX,knife,other,Not fleeing,shot,1
1923,0,Male,Unknown,12,20,2016,Brawley,CA,knife,other,Not fleeing,shot,1
1924,31,Male,Unknown,12,21,2016,Ponca City,OK,tire iron,other,Not fleeing,shot,1
1925,25,Male,White,12,21,2016,Burns Flat,OK,gun,attack,Other,shot,1
1926,46,Male,Unknown,12,21,2016,Knox,IN,unknown,other,unknown,shot,1
1927,38,Male,Hispanic,12,21,2016,Reno,NV,unknown,attack,Car,shot,1
1928,25,Male,Unknown,12,21,2016,Fayetteville,AR,knife,other,Not fleeing,shot,1
1929,0,Male,Unknown,12,21,2016,Stockton,CA,knife,undetermined,Not fleeing,shot,1
1930,27,Male,White,12,21,2016,Saraland,AL,gun,attack,Not fleeing,shot,1
1931,24,Male,African American,12,21,2016,Coalinga,CA,gun,attack,Not fleeing,shot,1
1932,19,Male,African American,12,22,2016,Capitol Heights,MD,gun,attack,Not fleeing,shot,1
1933,31,Male,White,12,23,2016,Bend,OR,undetermined,undetermined,Not fleeing,shot and Tasered,1
1934,55,Male,Unknown,12,23,2016,Palm Harbor,FL,crossbow,attack,Not fleeing,shot,1
1935,0,Male,Unknown,12,23,2016,El Monte,CA,unknown,other,Car,shot,1
1936,18,Male,African American,12,24,2016,Charlotte,NC,gun,undetermined,Not fleeing,shot,1
1937,53,Female,White,12,24,2016,Lake Wales,FL,knife,other,Not fleeing,shot,1
1938,0,Male,Unknown,12,24,2016,Gadsden,AL,gun,attack,Foot,shot,1
1939,48,Male,Asian,12,24,2016,Pico Rivera,CA,scissors,attack,Not fleeing,shot,1
1940,29,Male,African American,12,25,2016,Washington,DC,knife,other,Not fleeing,shot,1
1941,30,Male,White,12,25,2016,King City,OR,gun,attack,Car,shot,1
1942,33,Male,Unknown,12,25,2016,Desha,AR,gun,attack,Not fleeing,shot,1
1943,61,Male,White,12,25,2016,Middleburg,FL,gun,attack,Not fleeing,shot,1
1944,35,Male,Unknown,12,27,2016,Grass Valley,CA,gun,attack,Not fleeing,shot,1
1945,71,Female,White,12,27,2016,Pearland,TX,gun,attack,Not fleeing,shot,1
1946,41,Male,Hispanic,12,27,2016,North Riverside,IL,knife,attack,Not fleeing,shot,1
1947,36,Male,White,12,27,2016,Campbellton,TX,gun,attack,Other,shot,1
1948,28,Male,Unknown,12,28,2016,Spring Hill,TN,undetermined,undetermined,Not fleeing,shot,1
1949,52,Male,Unknown,12,29,2016,Chestertown,MD,gun,undetermined,Not fleeing,shot,1
1950,21,Male,African American,12,30,2016,Miami,FL,gun,other,Car,shot,1
1951,0,Male,Unknown,12,30,2016,Pensacola,FL,gun,attack,Not fleeing,shot,1
1952,31,Male,Unknown,12,30,2016,Phoenix,AZ,knife,other,Foot,shot and Tasered,1
1953,33,Male,White,12,31,2016,Mankato,MN,unarmed,attack,Not fleeing,shot and Tasered,1
1954,46,Male,White,12,31,2016,Loxahatchee,FL,knife,attack,Not fleeing,shot,1
1955,32,Male,White,12,31,2016,Huntingdon County,PA,gun,attack,Other,shot,1
1956,42,Male,White,1,1,2017,Springfield,OH,gun,other,Not fleeing,shot,1
1957,17,Male,African American,1,1,2017,Villa Park,IL,knife,other,Not fleeing,shot,1
1958,44,Male,African American,1,1,2017,Springfield,MO,gun,attack,Foot,shot and Tasered,1
1959,35,Male,White,1,1,2017,Woodstock,GA,gun,attack,Car,shot,1
1960,23,Male,Hispanic,1,1,2017,Houston,TX,gun,attack,Foot,shot,1
1961,21,Male,African American,1,1,2017,Allen,TX,unknown,attack,Car,shot,1
1962,53,Male,White,1,3,2017,Gilmer,TX,gun,attack,Not fleeing,shot,1
1963,63,Male,African American,1,3,2017,Brooklyn,NY,knife,other,Not fleeing,shot and Tasered,1
1964,18,Male,White,1,4,2017,Brooklyn,NY,gun,attack,Foot,shot,1
1965,51,Male,African American,1,4,2017,Pomona,CA,gun,attack,Foot,shot,1
1966,64,Male,White,1,4,2017,Lancaster,KY,gun,attack,Not fleeing,shot,1
1967,45,Male,White,1,4,2017,English,IN,unknown weapon,attack,Car,shot,1
1968,20,Male,Hispanic,1,5,2017,Dinuba,CA,gun,attack,Not fleeing,shot,1
1969,41,Male,White,1,5,2017,Monteagle,TN,gun,attack,Not fleeing,shot,1
1970,23,Male,White,1,6,2017,Sharon,PA,knife,other,Not fleeing,shot,1
1971,32,Male,African American,1,6,2017,Deerfield,IL,gun,attack,Other,shot,1
1972,25,Male,White,1,7,2017,Princeton,WV,knife,other,Car,shot,1
1973,42,Male,White,1,7,2017,Fairland,OK,gun,attack,Other,shot,1
1974,41,Male,White,1,7,2017,Elkridge,MD,unarmed,attack,Not fleeing,shot,1
1975,31,Male,Hispanic,1,7,2017,Northglenn,CO,unknown,other,Not fleeing,shot,1
1976,50,Male,Hispanic,1,7,2017,Independence,MO,gun,attack,Not fleeing,shot,1
1977,38,Male,Hispanic,1,7,2017,Albuquerque,NM,toy weapon,other,Not fleeing,shot,1
1978,44,Male,White,1,8,2017,Cumming,GA,knife,other,Not fleeing,shot,1
1979,38,Male,African American,1,9,2017,Phoenix,AZ,unarmed,other,Foot,shot,1
1980,21,Male,African American,1,9,2017,St. Louis,MO,gun,attack,Car,shot,1
1981,32,Male,White,1,10,2017,Los Angeles,CA,knife,other,Not fleeing,shot,1
1982,23,Male,African American,1,10,2017,Reagan,TN,unarmed,attack,Not fleeing,shot and Tasered,1
1983,41,Male,White,1,11,2017,Austin,MN,air conditioner,undetermined,Not fleeing,shot,1
1984,41,Male,Other,1,11,2017,Lake Elsinore,CA,gun,attack,Other,shot,1
1985,38,Male,Hispanic,1,11,2017,Camden,NJ,gun,attack,Not fleeing,shot,1
1986,54,Male,White,1,12,2017,Ocala,FL,gun,other,Not fleeing,shot,1
1987,20,Male,Native American,1,12,2017,Vineland,MN,gun,attack,Not fleeing,shot,1
1988,26,Male,White,1,12,2017,Pearisburg,VA,knife,attack,Not fleeing,shot,1
1989,29,Male,Other,1,13,2017,Kahuku,HI,unknown,other,Car,shot,1
1990,47,Male,White,1,14,2017,Austin,TX,gun,attack,Foot,shot,1
1991,28,Male,African American,1,14,2017,New York,NY,screwdriver,attack,Not fleeing,shot and Tasered,1
1992,48,Male,White,1,15,2017,Azusa,CA,gun,attack,Not fleeing,shot,1
1993,37,Female,Asian,1,15,2017,Long Beach,CA,knife,other,Not fleeing,shot and Tasered,1
1994,34,Male,African American,1,15,2017,Chicago,IL,gun,attack,Foot,shot,1
1995,33,Male,White,1,15,2017,Spokane,WA,knife,other,Foot,shot and Tasered,1
1996,36,Male,White,1,16,2017,Tyrone,GA,gun,attack,Other,shot,1
1997,43,Male,White,1,16,2017,Fulton,KY,pole and knife,other,Not fleeing,shot,1
1998,32,Male,Asian,1,16,2017,Herndon,VA,gun and knife,attack,Not fleeing,shot and Tasered,1
1999,29,Male,White,1,17,2017,Soddy-Daisy,TN,gun,attack,Car,shot,1
2000,39,Male,Hispanic,1,17,2017,Twentynine Palms,CA,gun,attack,Not fleeing,shot,1
2001,16,Male,Hispanic,1,18,2017,Salinas,CA,knife,other,Not fleeing,shot and Tasered,1
2002,40,Male,White,1,18,2017,Watts,OK,metal pipe,attack,Not fleeing,shot,1
2003,21,Female,White,1,18,2017,Dallas,TX,unarmed,other,Car,shot,1
2004,50,Male,White,1,18,2017,Los Angeles,CA,hatchet,other,Car,shot,1
2005,19,Male,African American,1,18,2017,Gary,IN,gun,attack,Car,shot,1
2006,28,Male,Native American,1,18,2017,Grand Forks,ND,gun,attack,Not fleeing,shot,1
2007,25,Male,White,1,19,2017,Florissant,MO,knife,attack,Not fleeing,shot and Tasered,1
2008,49,Male,White,1,19,2017,Woodford,VA,gun,other,Not fleeing,shot,1
2009,44,Male,Hispanic,1,19,2017,Fritch,TX,gun,attack,Foot,shot,1
2010,39,Male,White,1,20,2017,Gainesville,FL,gun,attack,Not fleeing,shot,1
2011,44,Male,African American,1,21,2017,Greenville,MS,gun,attack,Not fleeing,shot,1
2012,50,Male,White,1,21,2017,Jean,NV,knife,attack,Not fleeing,shot and Tasered,1
2013,57,Male,White,1,22,2017,Waldoboro,ME,gun,attack,Not fleeing,shot,1
2014,57,Male,African American,1,22,2017,Pittsburgh,PA,gun,attack,Not fleeing,shot,1
2015,33,Male,Hispanic,1,22,2017,Carson,CA,gun,other,Not fleeing,shot,1
2016,21,Male,Hispanic,1,23,2017,Vallejo,CA,knife,attack,Not fleeing,shot,1
2017,52,Male,White,1,23,2017,Brooklet,GA,gun,attack,Foot,shot,1
2018,27,Male,White,1,23,2017,Springfield,IL,unarmed,attack,Not fleeing,shot,1
2019,60,Male,White,1,23,2017,Wilmington,DE,gun,other,Not fleeing,shot,1
2020,25,Male,African American,1,23,2017,Kenner,LA,knife,other,Not fleeing,shot and Tasered,1
2021,34,Male,Hispanic,1,24,2017,Atascadero,CA,gun,other,Not fleeing,shot,1
2022,22,Male,White,1,24,2017,Sugar Creek,MO,unarmed,other,Car,shot,1
2023,26,Male,African American,1,24,2017,New Orleans,LA,gun,attack,Car,shot,1
2024,27,Male,Hispanic,1,24,2017,Bakersfield,CA,gun,attack,Other,shot,1
2025,29,Male,Hispanic,1,24,2017,Las Cruces,NM,knife,attack,Foot,shot,1
2026,30,Male,White,1,24,2017,Algoma Township,MI,unarmed,attack,Not fleeing,shot,1
2027,18,Male,Hispanic,1,24,2017,Lancaster City,PA,gun,attack,Not fleeing,shot and Tasered,1
2028,32,Male,Hispanic,1,24,2017,Kuna,ID,gun,attack,Car,shot,1
2029,37,Male,White,1,25,2017,Oxford,AL,unknown,attack,Car,shot,1
2030,54,Male,African American,1,25,2017,Southaven,MS,gun,attack,Not fleeing,shot,1
2031,50,Male,White,1,25,2017,Millston,WI,gun,attack,Not fleeing,shot,1
2032,28,Male,Hispanic,1,26,2017,Charlotte,NC,gun,other,Car,shot,1
2033,59,Male,White,1,26,2017,Overlea,MD,gun,attack,Not fleeing,shot,1
2034,24,Male,African American,1,26,2017,Atlanta,GA,gun,other,Car,shot,1
2035,34,Male,White,1,26,2017,Madison Township,OH,metal pipe,other,Not fleeing,shot,1
2036,25,Male,Hispanic,1,27,2017,Alhambra,CA,gun,attack,Not fleeing,shot,1
2037,48,Male,White,1,28,2017,Eau Claire,WI,toy weapon,attack,Not fleeing,shot,1
2038,45,Male,White,1,28,2017,Apache Junction,AZ,gun,attack,Not fleeing,shot,1
2039,25,Male,Hispanic,1,28,2017,Fort Stockton,TX,gun,attack,Car,shot,1
2040,17,Male,African American,1,28,2017,Des Moines,WA,gun,attack,Not fleeing,shot,1
2041,53,Male,Unknown,1,29,2017,Oakdale,CT,Taser,attack,Not fleeing,shot,1
2042,18,Male,Hispanic,1,29,2017,Santa Ana,CA,unarmed,other,Foot,shot,1
2043,50,Male,African American,1,30,2017,Kiowa,OK,gun,other,Not fleeing,shot,1
2044,36,Male,White,1,30,2017,Lynnwood,WA,knife,other,Not fleeing,shot,1
2045,45,Male,Hispanic,1,30,2017,Fresno,CA,gun and knife,attack,Not fleeing,shot and Tasered,1
2046,42,Male,White,1,30,2017,Modesto,CA,beer bottle,other,Not fleeing,shot and Tasered,1
2047,0,Male,African American,1,31,2017,Hollywood,CA,knife,attack,Not fleeing,shot and Tasered,1
2048,23,Male,African American,2,1,2017,Arlington,TX,unknown,attack,Car,shot,1
2049,31,Male,African American,2,1,2017,Highland,CA,unknown,attack,Car,shot,1
2050,18,Male,Hispanic,2,2,2017,Wichita Falls,TX,gun,undetermined,Not fleeing,shot,1
2051,26,Male,White,2,2,2017,Geneva,WI,toy weapon,other,Not fleeing,shot,1
2052,57,Male,White,2,2,2017,Orange Park,FL,gun,other,Not fleeing,shot,1
2053,27,Male,Hispanic,2,3,2017,Olympic Valley,CA,gun,attack,Car,shot,1
2054,41,Male,Asian,2,3,2017,Panhandle,TX,gun,attack,Not fleeing,shot,1
2055,33,Male,White,2,3,2017,Hickory,NC,gun,attack,Not fleeing,shot,1
2056,22,Male,African American,2,3,2017,Rowland,NC,gun,attack,Car,shot,1
2057,38,Male,White,2,3,2017,Grafton,WV,gun,attack,Not fleeing,shot,1
2058,26,Male,Hispanic,2,3,2017,Forest Park,IL,unknown,other,Car,shot,1
2059,45,Male,White,2,3,2017,Irving,TX,gun,other,Not fleeing,shot,1
2060,23,Male,Hispanic,2,4,2017,Moultrie,GA,unarmed,other,Not fleeing,shot,1
2061,68,Male,African American,2,4,2017,Kansas City,MO,gun,attack,Not fleeing,shot,1
2062,56,Male,White,2,4,2017,DeLand,FL,gun,attack,Not fleeing,shot,1
2063,45,Male,African American,2,5,2017,Fremont,CA,unarmed,attack,Not fleeing,shot,1
2064,41,Male,African American,2,5,2017,Englewood,OH,gun,attack,Not fleeing,shot,1
2065,33,Male,Hispanic,2,5,2017,Pueblo,CO,unknown,other,Not fleeing,shot,1
2066,22,Male,African American,2,6,2017,Jacksonville,FL,toy weapon,attack,Not fleeing,shot,1
2067,50,Male,African American,2,6,2017,Commerce City,CO,gun,attack,Not fleeing,shot,1
2068,52,Male,Hispanic,2,6,2017,Santa Monica,CA,knife,attack,Foot,shot and Tasered,1
2069,18,Male,White,2,7,2017,Jackson County,AL,piece of wood,other,Not fleeing,shot and Tasered,1
2070,35,Male,White,2,7,2017,Mt. Pleasant,TN,gun,attack,Car,shot,1
2071,18,Male,African American,2,7,2017,Baltimore,MD,gun,other,Other,shot,1
2072,34,Male,White,2,7,2017,Howland Township,OH,gun,attack,Not fleeing,shot,1
2073,51,Male,White,2,7,2017,Richmond,KY,unknown,other,unknown,shot,1
2074,29,Male,White,2,8,2017,Brookville,IN,gun,other,Not fleeing,shot,1
2075,34,Male,Native American,2,8,2017,Anadarko,OK,knife,other,unknown,shot,1
2076,25,Male,African American,2,8,2017,Chicago,IL,unarmed,other,Foot,shot,1
2077,26,Male,White,2,9,2017,Geneva Township,OH,unarmed,other,Not fleeing,shot and Tasered,1
2078,33,Male,Hispanic,2,9,2017,Lake Stevens,WA,knife,other,Not fleeing,shot and Tasered,1
2079,17,Male,African American,2,9,2017,Portland,OR,toy weapon,undetermined,Foot,shot,1
2080,0,Male,Unknown,2,9,2017,Crownpoint,NM,undetermined,undetermined,unknown,shot,1
2081,25,Male,White,2,10,2017,Vancouver,WA,knife,other,Foot,shot,1
2082,31,Male,African American,2,10,2017,Nashville,TN,gun,other,Foot,shot,1
2083,25,Male,White,2,10,2017,Vassalboro,ME,unknown,other,unknown,shot,1
2084,18,Female,White,2,10,2017,Vassalboro,ME,unarmed,other,unknown,shot,1
2085,55,Female,White,2,10,2017,Chicago,IL,knife,attack,Not fleeing,shot and Tasered,1
2086,45,Male,White,2,10,2017,Bethany,OK,gun,attack,Not fleeing,shot,1
2087,25,Male,African American,2,10,2017,Greensboro,NC,gun,attack,Other,shot,1
2088,23,Male,African American,2,10,2017,Bridgeton,NJ,gun,undetermined,Foot,shot,1
2089,37,Male,White,2,11,2017,Greenville,SC,gun,other,Not fleeing,shot,1
2090,33,Male,Asian,2,11,2017,Aiea,HI,unknown,other,Car,shot,1
2091,27,Male,African American,2,11,2017,Kansas City,MO,gun,attack,Not fleeing,shot,1
2092,32,Male,White,2,11,2017,Louisville,KY,metal stick,attack,Not fleeing,shot,1
2093,0,Male,Unknown,2,12,2017,Terrell,TX,unknown,other,Other,shot,1
2094,31,Male,African American,2,12,2017,Durham,NC,gun,other,Other,shot,1
2095,26,Male,Hispanic,2,12,2017,Santa Barbara,CA,knife,other,Foot,shot,1
2096,32,Male,White,2,13,2017,Knoxville,TN,unknown,attack,Car,shot,1
2097,53,Male,White,2,13,2017,Golden Shores,AZ,gun,attack,Not fleeing,shot,1
2098,19,Male,African American,2,13,2017,Detroit,MI,unarmed,attack,Other,shot,1
2099,53,Male,White,2,14,2017,Columbus,OH,knife,other,Not fleeing,shot,1
2100,35,Male,White,2,14,2017,Vincennes,IN,unknown,other,Other,shot,1
2101,64,Male,White,2,14,2017,Shelbyville,IN,gun,attack,Not fleeing,shot,1
2102,24,Male,African American,2,15,2017,Durham,NC,gun,attack,Foot,shot,1
2103,33,Male,White,2,15,2017,Cape Girardeau,MO,knife,other,Not fleeing,shot,1
2104,55,Male,Hispanic,2,15,2017,Newman,CA,unknown weapon,attack,Not fleeing,shot,1
2105,17,Male,African American,2,16,2017,Brooklyn,NY,gun,attack,Foot,shot,1
2106,48,Male,Hispanic,2,16,2017,San Antonio,TX,gun,attack,Not fleeing,shot,1
2107,21,Male,African American,2,16,2017,Gardena,CA,gun,attack,Foot,shot,1
2108,22,Male,White,2,16,2017,Douglas City,CA,gun,other,Not fleeing,shot,1
2109,30,Male,White,2,17,2017,Grand Prarie,TX,unarmed,attack,Not fleeing,shot,1
2110,34,Male,White,2,17,2017,Tulsa,OK,knife,attack,Not fleeing,shot,1
2111,35,Male,African American,2,17,2017,Big Lake,AK,gun,attack,Not fleeing,shot,1
2112,32,Male,White,2,17,2017,Oakland,CA,gun,attack,Not fleeing,shot,1
2113,22,Male,African American,2,18,2017,Portland,ME,toy weapon,other,Not fleeing,shot,1
2114,46,Male,African American,2,18,2017,Efland,NC,gun,attack,Not fleeing,shot,1
2115,27,Male,African American,2,19,2017,Kent,OH,knife,attack,Not fleeing,shot,1
2116,18,Male,Hispanic,2,19,2017,New York,NY,toy weapon,attack,Foot,shot,1
2117,33,Male,White,2,19,2017,Bull Shoals,AR,gun,attack,Not fleeing,shot,1
2118,26,Male,Hispanic,2,19,2017,Tucson,AZ,gun,attack,Not fleeing,shot,1
2119,27,Male,White,2,20,2017,St. Joseph,MO,unarmed,attack,Not fleeing,shot,1
2120,26,Male,White,2,20,2017,Brooksville,FL,knife,attack,Not fleeing,shot and Tasered,1
2121,51,Male,White,2,21,2017,Beaverton,OR,gun,other,Not fleeing,shot,1
2122,63,Male,African American,2,21,2017,St. Louis,MO,gun,attack,Not fleeing,shot,1
2123,38,Male,Hispanic,2,21,2017,Roy,UT,gun,attack,Not fleeing,shot,1
2124,25,Male,Hispanic,2,21,2017,Ogden,UT,gun,attack,Not fleeing,shot,1
2125,39,Male,Hispanic,2,21,2017,Colorado Springs,CO,gun,other,Other,shot,1
2126,41,Male,African American,2,22,2017,Conroe,TX,knife,attack,Not fleeing,shot,1
2127,26,Male,White,2,22,2017,Princeton,WV,knife,other,Not fleeing,shot,1
2128,30,Female,African American,2,22,2017,Austin,TX,knife,other,Car,shot,1
2129,33,Male,Hispanic,2,23,2017,Newton,KS,gun,attack,Not fleeing,shot,1
2130,54,Male,Unknown,2,23,2017,Fairfax,OK,gun,attack,Not fleeing,shot,1
2131,38,Male,White,2,23,2017,Columbus,OH,gun,attack,Not fleeing,shot,1
2132,24,Male,Hispanic,2,23,2017,Reno,NV,gun,other,Foot,shot,1
2133,47,Male,African American,2,23,2017,Washington,DC,gun,attack,Foot,shot,1
2134,62,Male,White,2,24,2017,Reading,PA,gun,attack,Not fleeing,shot,1
2135,30,Male,White,2,24,2017,London,KY,gun,attack,Not fleeing,shot,1
2136,33,Female,White,2,24,2017,Lake Jackson,TX,gun,attack,Car,shot,1
2137,23,Male,African American,2,25,2017,Rocklin,CA,toy weapon,attack,Foot,shot,1
2138,39,Male,White,2,25,2017,Lumpkin,GA,gun,attack,Car,shot,1
2139,41,Male,White,2,26,2017,Englewood,FL,knife,other,Not fleeing,shot,1
2140,46,Female,White,2,26,2017,Ripon,CA,unknown,other,Car,shot,1
2141,36,Male,White,2,26,2017,Aragonite,UT,gun,other,Not fleeing,shot,1
2142,66,Male,White,2,26,2017,Floral City,FL,gun,other,Car,shot,1
2143,27,Male,White,2,27,2017,Shelby,NC,gun,attack,Foot,shot,1
2144,40,Male,White,2,27,2017,Corning,WI,gun,attack,Not fleeing,shot,1
2145,25,Male,African American,2,28,2017,Houston,TX,gun,attack,Not fleeing,shot,1
2146,20,Male,African American,2,28,2017,Orlando,FL,gun,attack,Foot,shot,1
2147,43,Male,Hispanic,2,28,2017,Houma,LA,gun,other,Not fleeing,shot,1
2148,40,Male,African American,3,1,2017,Lufkin,TX,knife,attack,Not fleeing,shot,1
2149,33,Male,White,3,2,2017,Rib Mountain,WI,gun,attack,Not fleeing,shot,1
2150,34,Male,Hispanic,3,2,2017,San Marcos,CA,baseball bat,other,Not fleeing,shot,1
